file_name;label
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
Dataset002_DFGFinetuned_3d_fullres_full_new_hc/hc0001.nii.gz;0
